filename,URL,folder,MD5
applyhatch_pluscolor_bundle.zip,http://www.mathworks.com/matlabcentral/mlc-downloads/downloads/submissions/24021/versions/2/download/zip,./contrib/applyhatch_pluscolor/,88e0c8f70e264c28c46f3a561803f561
